,Clue,Word,Class,Solved_answer,Is answer correct,cleaned_answer
3246,Years in Mexico,ANOS,Foreign language,'NONE' IS AN INVALID TARGET LANGUAGE . EXAMPLE: LANGPAIR=EN|IT USING 2 LETTER ISO OR RFC3066 LIKE ZH-CN. ALMOST ALL LANGUAGES SUPPORTED BUT SOME MAY HAVE NO CONTENT,FALSE,NONEISANINVALIDTARGETLANGUAGEEXAMPLELANGPAIRENITUSING2LETTERISOORRFC3066LIKEZHCNALMOSTALLLANGUAGESSUPPORTEDBUTSOMEMAYHAVENOCONTENT
3184,Date in France?,AMIE,Foreign language,"['Date', 'Translation uncertain']",FALSE,
3151,French back street,ALLEE,Foreign language,ruelle,FALSE,RUELLE
3338,Spanish lord,DON,Foreign language,caballero,FALSE,CABALLERO
3345,Italian ladies,DONNAS,Foreign language,Signore,FALSE,SIGNORE
3428,French name that sounds like two letters,ESTEE,Foreign language,nom qui ressemble à deux lettres,FALSE,NOMQUIRESSEMBLEADEUXLETTRES
3429,"This, in Spanish",ESTO,Foreign language,Este,FALSE,ESTE
3430,French floor,ETAGE,Foreign language,sol,FALSE,SOL
3431,French story,ETAGE,Foreign language,histoire,FALSE,HISTOIRE
3432,French level,ETAGE,Foreign language,niveau,FALSE,NIVEAU
3433,"Story of a building, in France",ETAGE,Foreign language,Histoire d'un bâtiment,FALSE,HISTOIREDUNBATIMENT
3434,"Story, in France",ETAGE,Foreign language,Histoire,FALSE,HISTOIRE
3427,It's right on a Spanish map,ESTE,Foreign language,Es correcto en,FALSE,ESCORRECTOEN
3435,French word whose plural is its English translation backward,ETAT,Foreign language,mot dont le pluriel est sa traduction en anglais vers l'arrière,FALSE,MOTDONTLEPLURIELESTSATRADUCTIONENANGLAISVERSLARRIERE
3436,French political division,ETAT,Foreign language,division politique,FALSE,DIVISIONPOLITIQUE
3437,French government,ETAT,Foreign language,gouvernement,FALSE,GOUVERNEMENT
3439,"Union member, in France",ETAT,Foreign language,Membre du syndicat,FALSE,MEMBREDUSYNDICAT
3441,French political divisions,ETATS,Foreign language,divisions politiques,FALSE,DIVISIONSPOLITIQUES
3128,Word on mail from Mexico,AEREO,Foreign language,['Could not parse foreign language clue'],FALSE,
3426,Spanish compass point,ESTE,Foreign language,punto de la brújula,FALSE,PUNTODELABRUJULA
3425,Spanish direction,ESTE,Foreign language,dirección,FALSE,DIRECCION
3129,Spanish prefix with lineas,AERO,Foreign language,prefijo con Lineas,FALSE,PREFIJOCONLINEAS
3344,Italian lady,DONNA,Foreign language,signora,FALSE,SIGNORA
3411,Spanish 101 word,ESTA,Foreign language,101 palabra,FALSE,101PALABRA
3412,Spanish demonstrative,ESTA,Foreign language,demostrativo,FALSE,DEMOSTRATIVO
3132,Contents of the Spanish Main,AGUA,Foreign language,['Could not parse foreign language clue'],FALSE,
3413,"Spanish for ""are""",ESTA,Foreign language,"""son""",FALSE,SON
3414,Spanish pronoun,ESTA,Foreign language,pronombre,FALSE,PRONOMBRE
3415,Is Spanish?,ESTA,Foreign language,['Could not parse foreign language clue'],FALSE,
3416,"Spanish form of ""to be""",ESTA,Foreign language,"forma de ""ser""",FALSE,FORMADESER
3417,"Form of Spanish ""to be""",ESTA,Foreign language,['Could not parse foreign language clue'],FALSE,
3418,Spanish 101 verb,ESTA,Foreign language,101 verbo,FALSE,101VERBO
3131,Main contents of the Spanish,AGUA,Foreign language,['Could not parse foreign language clue'],FALSE,
3419,"""They are,"" in Spanish class",ESTAN,Foreign language,""".",FALSE,
3420,Spanish 101 verb,ESTAR,Foreign language,101 verbo,FALSE,101VERBO
3421,"Form of the Spanish for ""to be""",ESTAS,Foreign language,"""ser""",FALSE,SER
3422,"Form of Spanish ""to be""",ESTAS,Foreign language,['Could not parse foreign language clue'],FALSE,
3423,Spanish 101 conjugation part,ESTAS,Foreign language,101 parte de conjugación,FALSE,101PARTEDECONJUGACION
3424,Part of a Spanish 101 conjugation,ESTAS,Foreign language,Parte de,FALSE,PARTEDE
3443,French word with two accents,ETE,Foreign language,mot avec deux accents,FALSE,MOTAVECDEUXACCENTS
3409,French direction,EST,Foreign language,"['direction', 'Translation uncertain']",FALSE,
3444,French 101 word with two accents,ETE,Foreign language,101 mot avec deux accents,FALSE,101MOTAVECDEUXACCENTS
3446,French vacation time,ETE,Foreign language,temps de vacances,FALSE,TEMPSDEVACANCES
3466,"& & &, in France",ETS,Foreign language,"['& & &', 'Translation uncertain']",FALSE,
3467,French spa,EVIAN,Foreign language,"['spa', 'Translation uncertain']",FALSE,
3468,French act,FAIT,Foreign language,acte,FALSE,ACTE
3469,Start of a Spanish Christmas greeting,FELIZ,Foreign language,Inicio de,FALSE,INICIODE
3470,Spanish festival,FERIA,Foreign language,"['festival', 'Translation uncertain']",FALSE,
3471,Spanish carnival,FERIA,Foreign language,carnaval,FALSE,CARNAVAL
3124,Part of a Spanish play,ACTO,Foreign language,Parte de,FALSE,PARTEDE
3123,"Month after marzo, in Mexico",ABRIL,Foreign language,'NONE' IS AN INVALID TARGET LANGUAGE . EXAMPLE: LANGPAIR=EN|IT USING 2 LETTER ISO OR RFC3066 LIKE ZH-CN. ALMOST ALL LANGUAGES SUPPORTED BUT SOME MAY HAVE NO CONTENT,FALSE,NONEISANINVALIDTARGETLANGUAGEEXAMPLELANGPAIRENITUSING2LETTERISOORRFC3066LIKEZHCNALMOSTALLLANGUAGESSUPPORTEDBUTSOMEMAYHAVENOCONTENT
3474,"Set, in French",FIXE,Foreign language,Ensemble,FALSE,ENSEMBLE
3475,Sweet Spanish dessert,FLAN,Foreign language,['Could not parse foreign language clue'],FALSE,
3476,Spanish dessert,FLAN,Foreign language,postre,FALSE,POSTRE
3477,Spanish custard,FLAN,Foreign language,natilla,FALSE,NATILLA
3122,Spanish month that anagrams to a zodiac sign,ABRIL,Foreign language,'NONE' IS AN INVALID TARGET LANGUAGE . EXAMPLE: LANGPAIR=EN|IT USING 2 LETTER ISO OR RFC3066 LIKE ZH-CN. ALMOST ALL LANGUAGES SUPPORTED BUT SOME MAY HAVE NO CONTENT,FALSE,NONEISANINVALIDTARGETLANGUAGEEXAMPLELANGPAIRENITUSING2LETTERISOORRFC3066LIKEZHCNALMOSTALLLANGUAGESSUPPORTEDBUTSOMEMAYHAVENOCONTENT
3479,Spanish bloom,FLOR,Foreign language,floración,FALSE,FLORACION
3473,Big Spanish celebration,FIESTA,Foreign language,['Could not parse foreign language clue'],FALSE,
3125,Spanish marinade,ADOBO,Foreign language,escabeche,FALSE,ESCABECHE
3126,Word on mail from Spain,AEREO,Foreign language,['Could not parse foreign language clue'],FALSE,
3463,French auxiliary,ETRE,Foreign language,auxiliaire,FALSE,AUXILIAIRE
3447,"One of the four seasons, in France",ETE,Foreign language,L'une des quatre saisons,FALSE,LUNEDESQUATRESAISONS
3449,French 101 verb,ETES,Foreign language,101 verbe,FALSE,101VERBE
3450,French quarters,ETES,Foreign language,quartiers,FALSE,QUARTIERS
3451,French seasons,ETES,Foreign language,saisons,FALSE,SAISONS
3452,French philosopher Gilson,ETIENNE,Foreign language,philosophe Gilson,FALSE,PHILOSOPHEGILSON
3453,"Stephen, in France",ETIENNE,Foreign language,"['Stephen', 'Translation uncertain']",FALSE,
3456,French 101 verb,ETRE,Foreign language,101 verbe,FALSE,101VERBE
3458,French soliloquy starter?,ETRE,Foreign language,Démarreur de soliloque?,FALSE,DEMARREURDESOLILOQUE
3127,Stamp on mail from Mexico,AEREO,Foreign language,['Could not parse foreign language clue'],FALSE,
3459,French word with a circumflex,ETRE,Foreign language,'NONE' IS AN INVALID TARGET LANGUAGE . EXAMPLE: LANGPAIR=EN|IT USING 2 LETTER ISO OR RFC3066 LIKE ZH-CN. ALMOST ALL LANGUAGES SUPPORTED BUT SOME MAY HAVE NO CONTENT,FALSE,NONEISANINVALIDTARGETLANGUAGEEXAMPLELANGPAIRENITUSING2LETTERISOORRFC3066LIKEZHCNALMOSTALLLANGUAGESSUPPORTEDBUTSOMEMAYHAVENOCONTENT
3460,French verb with a circumflex,ETRE,Foreign language,'NONE' IS AN INVALID TARGET LANGUAGE . EXAMPLE: LANGPAIR=EN|IT USING 2 LETTER ISO OR RFC3066 LIKE ZH-CN. ALMOST ALL LANGUAGES SUPPORTED BUT SOME MAY HAVE NO CONTENT,FALSE,NONEISANINVALIDTARGETLANGUAGEEXAMPLELANGPAIRENITUSING2LETTERISOORRFC3066LIKEZHCNALMOSTALLLANGUAGESSUPPORTEDBUTSOMEMAYHAVENOCONTENT
3461,French 101 infinitive,ETRE,Foreign language,101 infinitif,FALSE,101INFINITIF
3462,French 101 word,ETRE,Foreign language,101 mot,FALSE,101MOT
3445,French quarter?,ETE,Foreign language,quart?,FALSE,QUART
3410,"Part of the Spanish conjugation of ""to be""",ESTA,Foreign language,['Could not parse foreign language clue'],FALSE,
3406,Spanish pronoun,ESO,Foreign language,pronombre,FALSE,PRONOMBRE
3362,Spanish silver dollar,DURO,Foreign language,dólar de plata,FALSE,DOLARDEPLATA
3363,Old Spanish coin,DURO,Foreign language,['Could not parse foreign language clue'],FALSE,
3144,What's now in Mexico?,AHORA,Foreign language,'NONE' IS AN INVALID TARGET LANGUAGE . EXAMPLE: LANGPAIR=EN|IT USING 2 LETTER ISO OR RFC3066 LIKE ZH-CN. ALMOST ALL LANGUAGES SUPPORTED BUT SOME MAY HAVE NO CONTENT,FALSE,NONEISANINVALIDTARGETLANGUAGEEXAMPLELANGPAIRENITUSING2LETTERISOORRFC3066LIKEZHCNALMOSTALLLANGUAGESSUPPORTEDBUTSOMEMAYHAVENOCONTENT
3365,What's found in the French riviere?,EAU,Foreign language,'NONE' IS AN INVALID TARGET LANGUAGE . EXAMPLE: LANGPAIR=EN|IT USING 2 LETTER ISO OR RFC3066 LIKE ZH-CN. ALMOST ALL LANGUAGES SUPPORTED BUT SOME MAY HAVE NO CONTENT,FALSE,NONEISANINVALIDTARGETLANGUAGEEXAMPLELANGPAIRENITUSING2LETTERISOORRFC3066LIKEZHCNALMOSTALLLANGUAGESSUPPORTEDBUTSOMEMAYHAVENOCONTENT
3366,French quencher,EAU,Foreign language,éteint,FALSE,ETEINT
3142,Oaxaca waters,AGUAS,Foreign language,['Could not parse foreign language clue'],FALSE,
3146,Spanish winds,AIRES,Foreign language,vientos,FALSE,VIENTOS
3368,French bakery offering,ECLAIR,Foreign language,Offrande de boulangerie,FALSE,OFFRANDEDEBOULANGERIE
3370,French place of education,ECOLE,Foreign language,lieu d'éducation,FALSE,LIEUDEDUCATION
3371,French place of learning,ECOLE,Foreign language,lieu d'apprentissage,FALSE,LIEUDAPPRENTISSAGE
3373,"Place to study, in France",ECOLE,Foreign language,Lieu d'étude,FALSE,LIEUDETUDE
3141,Rains in Spain,AGUAS,Foreign language,Lluvias,FALSE,LLUVIAS
3374,French coin of old,ECU,Foreign language,pièce de monnaie,FALSE,PIECEDEMONNAIE
3369,French pastry,ECLAIR,Foreign language,pâtisserie,FALSE,PATISSERIE
3361,Spanish peso,DURO,Foreign language,"['peso', 'Translation uncertain']",FALSE,
3147,"Cottonwood, in Spanish",ALAMO,Foreign language,Álamo de Virginia,FALSE,ALAMODEVIRGINIA
3150,French walk,ALLEE,Foreign language,marcher,FALSE,MARCHER
3346,Italian women,DONNAS,Foreign language,donne,FALSE,DONNE
3347,Spanish gentlemen,DONS,Foreign language,caballeros,FALSE,CABALLEROS
3348,"Golden, in France",DOR,Foreign language,Doré,FALSE,DORE
3349,Spanish-speaking explorer,DORA,Foreign language,['Could not parse foreign language clue'],FALSE,
3350,Spanish couple,DOS,Foreign language,pareja,FALSE,PAREJA
3351,Spanish company?,DOS,Foreign language,¿compañía?,FALSE,¿COMPANIA
3352,Spanish couple?,DOS,Foreign language,¿pareja?,FALSE,¿PAREJA
3149,"Tree-lined walkway, in France",ALLEE,Foreign language,Passerelle doublée d'arbres,FALSE,PASSERELLEDOUBLEEDARBRES
3353,"Back-to-back, in France",DOSADOS,Foreign language,Consécutif,FALSE,CONSECUTIF
3354,"Legal rights, in France",DROITS,Foreign language,Droits légaux,FALSE,DROITSLEGAUX
3355,Italian leader,DUCE,Foreign language,"['leader', 'Translation uncertain']",FALSE,
3356,Italian dictators,DUCES,Foreign language,dittatori,FALSE,DITTATORI
3357,Italian leaders,DUCES,Foreign language,leader,FALSE,LEADER
3358,Spanish mistress,DUENA,Foreign language,amante,FALSE,AMANTE
3359,Spanish escort,DUENNA,Foreign language,escolta,FALSE,ESCOLTA
3140,Spanish rains,AGUAS,Foreign language,lluvias,FALSE,LLUVIAS
3139,Tijuana water,AGUA,Foreign language,['Could not parse foreign language clue'],FALSE,
3190,"French pen pal, maybe",AMIE,Foreign language,"Pen Pal, peut-être",FALSE,PENPALPEUTETRE
3375,French shield,ECU,Foreign language,bouclier,FALSE,BOUCLIER
3392,"13-Across, in French",ENTRE,Foreign language,13 acros,FALSE,13ACROS
3393,French preposition,ENTRE,Foreign language,préposition,FALSE,PREPOSITION
3138,Oaxaca water,AGUA,Foreign language,['Could not parse foreign language clue'],FALSE,
3396,Spanish pronoun,ESA,Foreign language,pronombre,FALSE,PRONOMBRE
3397,"That, in Spanish",ESA,Foreign language,Eso,FALSE,ESO
3398,"Spanish ""that""",ESA,Foreign language,"""eso""",FALSE,ESO
3134,"Water, in Oaxaca",AGUA,Foreign language,'NONE' IS AN INVALID TARGET LANGUAGE . EXAMPLE: LANGPAIR=EN|IT USING 2 LETTER ISO OR RFC3066 LIKE ZH-CN. ALMOST ALL LANGUAGES SUPPORTED BUT SOME MAY HAVE NO CONTENT,FALSE,NONEISANINVALIDTARGETLANGUAGEEXAMPLELANGPAIRENITUSING2LETTERISOORRFC3066LIKEZHCNALMOSTALLLANGUAGESSUPPORTEDBUTSOMEMAYHAVENOCONTENT
3399,Spanish demonstrative,ESA,Foreign language,demostrativo,FALSE,DEMOSTRATIVO
3400,Spanish 57-Down,ESA,Foreign language,57 hacia abajo,FALSE,57HACIAABAJO
3401,Spanish pronoun,ESAS,Foreign language,pronombre,FALSE,PRONOMBRE
3402,Old Spanish gold,ESCUDOS,Foreign language,['Could not parse foreign language clue'],FALSE,
3133,Composition of the Spanish Main,AGUA,Foreign language,['Could not parse foreign language clue'],FALSE,
3405,Spanish demonstrative,ESO,Foreign language,demostrativo,FALSE,DEMOSTRATIVO
3391,Spanish letters with (or without) tildes,ENES,Foreign language,Cartas con (o sin) Tilles,FALSE,CARTASCONOSINTILLES
3135,"Rain, in Spain",AGUA,Foreign language,Lluvia,FALSE,LLUVIA
3394,French prefix,ENTRE,Foreign language,préfixe,FALSE,PREFIXE
3388,"As a friend, in France",ENAMI,Foreign language,En tant qu'ami,FALSE,ENTANTQUAMI
3376,French crown,ECU,Foreign language,couronne,FALSE,COURONNE
3377,French coins of yore,ECUS,Foreign language,pièces de monnaie,FALSE,PIECESDEMONNAIE
3378,"Neither more nor less, in France",EGAL,Foreign language,Ni plus ni moins,FALSE,NIPLUSNIMOINS
3137,The rain in Spain,AGUA,Foreign language,La lluvia,FALSE,LALLUVIA
3380,Woman's name that's also a Spanish pronoun,ELLA,Foreign language,Nombre de la mujer que también es,FALSE,NOMBREDELAMUJERQUETAMBIENES
3389,French pen filler,ENCRE,Foreign language,remplissage,FALSE,REMPLISSAGE
3383,International magazine founded in France in 1945,ELLE,Foreign language,Magazine international fondé,FALSE,MAGAZINEINTERNATIONALFONDE
3136,It's off the coast of Spain,AGUA,Foreign language,['Could not parse foreign language clue'],FALSE,
3384,"French ""her""",ELLE,Foreign language,"""son""",FALSE,SON
3385,"Those girls, in French",ELLES,Foreign language,Ces filles,FALSE,CESFILLES
3387,French palace,ELYSEE,Foreign language,palais,FALSE,PALAIS
3386,Kingly title in Spanish,ELREY,Foreign language,Título real,FALSE,TITULOREAL
3597,Spanish child,NINO,Foreign language,niño,TRUE,NINO
3670,"Spanish ""others""",OTROS,Foreign language,"""otros""",TRUE,OTROS
3671,"French ""yes""",OUI,Foreign language,"""Oui""",TRUE,OUI
3668,"Spanish ""other""",OTRO,Foreign language,"""otro""",TRUE,OTRO
3660,"Spanish for ""bear""",OSO,Foreign language,"""oso""",TRUE,OSO
3505,"French for ""here""",ICI,Foreign language,"""ici""",TRUE,ICI
3563,"Spanish for ""table""",MESA,Foreign language,"""mesa""",TRUE,MESA
3559,French mothers,MERES,Foreign language,mères,TRUE,MERES
3553,"French ""thank you""",MERCI,Foreign language,"""merci""",TRUE,MERCI
3557,French parent,MERE,Foreign language,mère,TRUE,MERE
3558,French mother,MERE,Foreign language,mère,TRUE,MERE
3827,French head,TETE,Foreign language,tête,TRUE,TETE
3828,French heads,TETES,Foreign language,têtes,TRUE,TETES
3829,Spanish aunt,TIA,Foreign language,tía,TRUE,TIA
3832,Spanish aunts,TIAS,Foreign language,tías,TRUE,TIAS
3819,"Spanish ""I love you""",TEAMO,Foreign language,"""Te amo""",TRUE,TEAMO
3798,"Spanish for ""south""",SUR,Foreign language,"""sur""",TRUE,SUR
3800,"Spanish ""south""",SUR,Foreign language,"""sur""",TRUE,SUR
3817,"French for ""cup""",TASSE,Foreign language,"""tasse""",TRUE,TASSE
3841,Spanish uncle,TIO,Foreign language,tío,TRUE,TIO
3845,"French ""you""",TOI,Foreign language,"""toi""",TRUE,TOI
3694,"Father, in French",PERE,Foreign language,Père,TRUE,PERE
3697,French father,PERE,Foreign language,père,TRUE,PERE
3698,"Spanish ""but""",PERO,Foreign language,"""pero""",TRUE,PERO
3707,"Spanish for ""weight""",PESO,Foreign language,"""peso""",TRUE,PESO
3708,"Spanish ""weight""",PESO,Foreign language,"""peso""",TRUE,PESO
3746,Spanish rivers,RIOS,Foreign language,ríos,TRUE,RIOS
3483,French cake,GATEAU,Foreign language,gâteau,TRUE,GATEAU
3768,"French for ""salt""",SEL,Foreign language,"""sel""",TRUE,SEL
3893,"Spanish for ""fox""",ZORRO,Foreign language,"""zorro""",TRUE,ZORRO
3294,"Italian ""dear""",CARO,Foreign language,"""Caro""",TRUE,CARO
3273,"Spanish for ""kiss""",BESO,Foreign language,"""beso""",TRUE,BESO
3302,"Spanish for ""basket""",CESTA,Foreign language,"""cesta""",TRUE,CESTA
3480,French brother,FRERE,Foreign language,frère,TRUE,FRERE
3334,"Italian ""god""",DIO,Foreign language,"""Dio""",TRUE,DIO
3310,"Italian ""bye""",CIAO,Foreign language,"""Ciao""",TRUE,CIAO
3316,"Spanish for ""how""",COMO,Foreign language,"""cómo""",TRUE,COMO
3321,"Italian for ""so""",COSI,Foreign language,"""COSÌ""",TRUE,COSI
3269,"Italian ""well""",BENE,Foreign language,"""BENE""",TRUE,BENE
3268,Italian fine?,BENE,Foreign language,Bene?,TRUE,BENE
3253,"Stop, in France",ARRET,Foreign language,Arrêt,TRUE,ARRET
3237,Year in Spain,ANO,Foreign language,Año,TRUE,ANO
3243,"Years, in Spain",ANOS,Foreign language,Años,TRUE,ANOS
3244,Spanish years,ANOS,Foreign language,años,TRUE,ANOS
3247,Years in Spain,ANOS,Foreign language,Años,TRUE,ANOS
3438,French state,ETAT,Foreign language,État,TRUE,ETAT
3440,French states,ETATS,Foreign language,états,TRUE,ETATS
3442,French summer,ETE,Foreign language,été,TRUE,ETE
3465,French beings,ETRES,Foreign language,êtres,TRUE,ETRES
3464,"To be, in France",ETRE,Foreign language,Être,TRUE,ETRE
3448,French summers,ETES,Foreign language,étés,TRUE,ETES
3454,French star,ETOILE,Foreign language,étoile,TRUE,ETOILE
3455,French stars,ETOILES,Foreign language,étoiles,TRUE,ETOILES
3457,"French ""to be""",ETRE,Foreign language,"""être""",TRUE,ETRE
3408,"French ""is""",EST,Foreign language,"""est""",TRUE,EST
3143,"Spanish ""now""",AHORA,Foreign language,"""ahora""",TRUE,AHORA
3372,French school,ECOLE,Foreign language,école,TRUE,ECOLE
3407,Spanish for Spanish,ESPANOL,Foreign language,Español,TRUE,ESPANOL
3360,"Spanish for ""sweet""",DULCE,Foreign language,"""dulce""",TRUE,DULCE
3148,"Spanish for ""poplar""",ALAMO,Foreign language,"""álamo""",TRUE,ALAMO
3395,"French for ""sword""",EPEE,Foreign language,"""épée""",TRUE,EPEE
3404,"Spanish ""that""",ESO,Foreign language,"""eso""",TRUE,ESO
3382,"French ""she""",ELLE,Foreign language,"""elle""",TRUE,ELLE
3175,Italian friend,AMICO,Foreign language,amico,TRUE,AMICO
3145,"Now, in Spain",AHORA,Foreign language,Ahora,TRUE,AHORA
3890,Italian wine,VINO,Foreign language,vino,TRUE,VINO
3849,Spanish bull,TORO,Foreign language,toro,TRUE,TORO
3818,French cup,TASSE,Foreign language,tasse,TRUE,TASSE
3161,French friend,AMI,Foreign language,ami,TRUE,AMI
3162,Friend in France,AMI,Foreign language,Ami,TRUE,AMI
3155,"To love, in Italy",AMARE,Foreign language,Amare,TRUE,AMARE
3130,Spanish water,AGUA,Foreign language,agua,TRUE,AGUA
3887,Italian man,UOMO,Foreign language,Uomo,TRUE,UOMO
3885,Spanish ones,UNOS,Foreign language,unos,TRUE,UNOS
3180,Female friend in France,AMIE,Foreign language,Amie,TRUE,AMIE
3179,French female friend,AMIE,Foreign language,amie,TRUE,AMIE
3154,"To love, in Italian",AMARE,Foreign language,Amare,TRUE,AMARE
3860,"Sad, in French or Spanish",TRISTE,Foreign language,Triste,TRUE,TRISTE
3850,Spanish bulls,TOROS,Foreign language,toros,TRUE,TOROS
3482,French cheese,FROMAGE,Foreign language,fromage,TRUE,FROMAGE
3197,"Female friends, in Spain",AMIGAS,Foreign language,Amigas,TRUE,AMIGAS
3601,Italian granny,NONNA,Foreign language,nonna,TRUE,NONNA
3602,Italian grandpa,NONNO,Foreign language,nonno,TRUE,NONNO
3603,Italian grandfather,NONNO,Foreign language,nonno,TRUE,NONNO
3605,Spanish eight,OCHO,Foreign language,ocho,TRUE,OCHO
3367,French waters,EAUX,Foreign language,eaux,TRUE,EAUX
3613,French goose,OIE,Foreign language,oie,TRUE,OIE
3364,French water,EAU,Foreign language,eau,TRUE,EAU
3617,Spanish eye,OJO,Foreign language,ojo,TRUE,OJO
3620,Spanish eyes,OJOS,Foreign language,ojos,TRUE,OJOS
3622,Spanish wave,OLA,Foreign language,ola,TRUE,OLA
3628,Spanish pot,OLLA,Foreign language,olla,TRUE,OLLA
3632,German granny,OMA,Foreign language,Oma,TRUE,OMA
3636,French eleven,ONZE,Foreign language,onze,TRUE,ONZE
3641,Spanish gold,ORO,Foreign language,oro,TRUE,ORO
3343,Italian woman,DONNA,Foreign language,donna,TRUE,DONNA
3379,German one,EINS,Foreign language,eins,TRUE,EINS
3333,Italian God,DIO,Foreign language,Dio,TRUE,DIO
3381,"She, in Spanish",ELLA,Foreign language,Ella,TRUE,ELLA
3576,French world,MONDE,Foreign language,monde,TRUE,MONDE
3478,French cop,FLIC,Foreign language,flic,TRUE,FLIC
3485,Italian ice cream,GELATO,Foreign language,gelato,TRUE,GELATO
3490,French ice cream,GLACE,Foreign language,glace,TRUE,GLACE
3492,Italian dumplings,GNOCCHI,Foreign language,gnocchi,TRUE,GNOCCHI
3472,French fire,FEU,Foreign language,feu,TRUE,FEU
3502,Spanish eggs,HUEVOS,Foreign language,huevos,TRUE,HUEVOS
3503,"Eight, in France",HUIT,Foreign language,Huit,TRUE,HUIT
3504,"Here, in Paris",ICI,Foreign language,Ici,TRUE,ICI
3510,"Here, in France",ICI,Foreign language,Ici,TRUE,ICI
3534,French game,JEU,Foreign language,jeu,TRUE,JEU
3546,Spanish hand,MANO,Foreign language,mano,TRUE,MANO
3551,French sea,MER,Foreign language,mer,TRUE,MER
3554,French thanks,MERCI,Foreign language,merci,TRUE,MERCI
3561,French seas,MERS,Foreign language,mers,TRUE,MERS
3403,"That, in Spanish",ESO,Foreign language,Eso,TRUE,ESO
3390,"Ink, in France",ENCRE,Foreign language,Encre,TRUE,ENCRE
3331,Italian ten,DIECI,Foreign language,dieci,TRUE,DIECI
3659,Spanish she-bear,OSA,Foreign language,Osa,TRUE,OSA
3661,Spanish bear,OSO,Foreign language,oso,TRUE,OSO
3271,"Kiss, in Spanish",BESO,Foreign language,Beso,TRUE,BESO
3728,French queens,REINES,Foreign language,reines,TRUE,REINES
3270,Italian well,BENE,Foreign language,BENE,TRUE,BENE
3734,Spanish king,REY,Foreign language,rey,TRUE,REY
3735,Spanish kings,REYES,Foreign language,reyes,TRUE,REYES
3262,"With, in France",AVEC,Foreign language,Avec,TRUE,AVEC
3259,Spanish rice,ARROZ,Foreign language,arroz,TRUE,ARROZ
3749,French king,ROI,Foreign language,roi,TRUE,ROI
3751,French kings,ROIS,Foreign language,rois,TRUE,ROIS
3250,French weapon,ARME,Foreign language,arme,TRUE,ARME
3774,Spanish weeks,SEMANAS,Foreign language,semanas,TRUE,SEMANAS
3229,French love,AMOUR,Foreign language,amour,TRUE,AMOUR
3780,"To be, in Spanish",SER,Foreign language,Ser,TRUE,SER
3801,French aunt,TANTE,Foreign language,tante,TRUE,TANTE
3199,French friends,AMIS,Foreign language,amis,TRUE,AMIS
3272,Spanish kiss,BESO,Foreign language,beso,TRUE,BESO
3725,Spanish queens,REINAS,Foreign language,reinas,TRUE,REINAS
3724,Spanish queen,REINA,Foreign language,reina,TRUE,REINA
3274,Spanish kisses,BESOS,Foreign language,besos,TRUE,BESOS
3662,Spanish bruin,OSO,Foreign language,oso,TRUE,OSO
3324,"To say, in Spanish",DECIR,Foreign language,Decir,TRUE,DECIR
3315,"Five, in French",CINQ,Foreign language,Cinq,TRUE,CINQ
3305,Spanish boys,CHICOS,Foreign language,chicos,TRUE,CHICOS
3304,Spanish girl,CHICA,Foreign language,chica,TRUE,CHICA
3692,Spanish step,PASO,Foreign language,paso,TRUE,PASO
3299,Spanish homes,CASAS,Foreign language,casas,TRUE,CASAS
3192,"Female friend, in France",AMIE,Foreign language,Amie,TRUE,AMIE
3298,Spanish houses,CASAS,Foreign language,casas,TRUE,CASAS
3290,Italian dear,CARO,Foreign language,Caro,TRUE,CARO
3289,Spanish meat,CARNE,Foreign language,carne,TRUE,CARNE
3710,Spanish beach,PLAYA,Foreign language,playa,TRUE,PLAYA
3711,Spanish beaches,PLAYAS,Foreign language,playas,TRUE,PLAYAS
3282,Spanish road,CAMINO,Foreign language,camino,TRUE,CAMINO
3713,Spanish inn,POSADA,Foreign language,posada,TRUE,POSADA
3714,Spanish bridge,PUENTE,Foreign language,puente,TRUE,PUENTE
3297,Spanish house,CASA,Foreign language,casa,TRUE,CASA
3687,Italian bread,PANE,Foreign language,pane,TRUE,PANE
