Date,Word,Clue,Primary Cluster,Cluster,ends in question,number words,length of clue,no alphabet characters,is quote,contains underscore,contains asterisk,contains done,number of non-consecutive periods in clue,is ellipsis in clue,avg word length,number commas in clue,percentage words (other than first word) that are upper-case,number non a-z or 1-9 characters in clue,contains e.g.,contains etc.,in vocab,OnlyRoman,MentionsGeo,is analogy
3/17/2011,HARE,Lion : pride :: ___ : husk,Other,,False,7,26,13,False,True,False,False,0,False,2.857142857142857,0,0.0,0.5,False,False,True,False,False,True
2/21/2011,ARES,Mars : Roman :: ___ : Greek,Other,,False,7,27,13,False,True,False,False,0,False,3.0,0,0.2857142857142857,0.48148148148148145,False,False,True,False,False,True
11/25/2010,QUAIL,Bouquet : pheasants :: covey : ___,Other,,False,7,34,13,False,True,False,False,0,False,4.0,0,0.0,0.38235294117647056,False,False,True,False,False,True
7/6/2010,STAR,Cross: Christianity :: ___ : Judaism,Other,,False,6,36,12,False,True,False,False,0,False,5.166666666666667,0,0.3333333333333333,0.3333333333333333,False,False,True,False,False,True
6/18/2010,LLAMAS,Cubs : bears :: crias : ___,Other,,False,7,27,13,False,True,False,False,0,False,3.0,0,0.0,0.48148148148148145,False,False,True,False,False,True
6/6/2010,OTTERS,Warren : rabbits :: couch : ___,Other,,False,7,31,13,False,True,False,False,0,False,3.5714285714285716,0,0.0,0.41935483870967744,False,False,True,False,False,True
5/15/2010,PEA,Dentiform : tooth :: pisiform : ___,Other,,False,7,35,13,False,True,False,False,0,False,4.142857142857143,0,0.0,0.37142857142857144,False,False,True,False,False,True
4/11/2010,ARIEL,Oscar : United States :: ___ : Mexico,Other,,False,8,37,14,False,True,False,False,0,False,3.75,0,0.375,0.3783783783783784,False,False,True,False,True,True
4/4/2010,PEAR,Dentiform : tooth :: pyriform : ___,Other,,False,7,35,13,False,True,False,False,0,False,4.142857142857143,0,0.0,0.37142857142857144,False,False,True,False,False,True
2/22/2010,MOO,Neigh : horse :: ___ : cow,Other,,False,7,26,13,False,True,False,False,0,False,2.857142857142857,0,0.0,0.5,False,False,True,False,False,True
2/2/2010,ELLE,Lui: him :: ___ : her,Other,,False,6,21,12,False,True,False,False,0,False,2.6666666666666665,0,0.0,0.5714285714285714,False,False,True,False,False,True
1/12/2010,VENTI,Twenty : English :: ___ : Italian,Other,,False,7,33,13,False,True,False,False,0,False,3.857142857142857,0,0.2857142857142857,0.3939393939393939,False,False,False,False,True,True
12/5/2009,GLI,Los : Spanish :: ___ : Italian,Other,,False,7,30,13,False,True,False,False,0,False,3.4285714285714284,0,0.42857142857142855,0.43333333333333335,False,False,False,False,True,True
9/14/2009,MMES,Sras. : Mexico :: ___ : France,Other,,False,7,30,14,False,True,False,False,1,False,3.4285714285714284,0,0.2857142857142857,0.4666666666666667,False,False,False,False,True,True
8/22/2009,TOAD,Herd : horse :: knot : ___,Other,,False,7,26,13,False,True,False,False,0,False,2.857142857142857,0,0.0,0.5,False,False,True,False,False,True
8/6/2009,LATTE,Milch : German :: ___ : Italian,Other,,False,7,31,13,False,True,False,False,0,False,3.5714285714285716,0,0.2857142857142857,0.41935483870967744,False,False,False,False,True,True
7/19/2009,SUN,Globe : Boston :: ___ : Baltimore,Other,,False,7,33,13,False,True,False,False,0,False,3.857142857142857,0,0.2857142857142857,0.3939393939393939,False,False,True,False,False,True
7/13/2009,LIRA,Franc : France :: ___ : Italy,Other,,False,7,29,13,False,True,False,False,0,False,3.2857142857142856,0,0.2857142857142857,0.4482758620689655,False,False,True,False,True,True
6/25/2009,ORD,JFK : New York :: ___ : Chicago,Other,,False,8,31,14,False,True,False,False,0,False,3.0,0,0.375,0.45161290322580644,False,False,False,False,False,True
5/24/2009,OSLO,Knesset : Jerusalem :: Storting : ___,Other,,False,7,37,13,False,True,False,False,0,False,4.428571428571429,0,0.2857142857142857,0.35135135135135137,False,False,False,False,False,True
5/16/2009,LLAMAS,Foals : horses :: crias : ___,Other,,False,7,29,13,False,True,False,False,0,False,3.2857142857142856,0,0.0,0.4482758620689655,False,False,True,False,False,True
5/3/2009,ELK,Roar : lion :: bugle : ___,Other,,False,7,26,13,False,True,False,False,0,False,2.857142857142857,0,0.0,0.5,False,False,True,False,False,True
5/2/2009,EAR,Tarsus : foot :: incus : ___,Other,,False,7,28,13,False,True,False,False,0,False,3.142857142857143,0,0.0,0.4642857142857143,False,False,True,False,False,True
4/20/2009,FALA,Bo : Obama :: ___ : Roosevelt,Other,,False,7,29,13,False,True,False,False,0,False,3.2857142857142856,0,0.2857142857142857,0.4482758620689655,False,False,False,False,False,True
4/10/2009,OTTER,Burrow : rabbit :: holt : ___,Other,,False,7,29,13,False,True,False,False,0,False,3.2857142857142856,0,0.0,0.4482758620689655,False,False,True,False,False,True
3/2/2009,STABLE,Sty : hogs :: ___ : horses,Other,,False,7,26,13,False,True,False,False,0,False,2.857142857142857,0,0.0,0.5,False,False,True,False,False,True
2/16/2009,OMEGA,Zee : English :: ___ : Greek,Other,,False,7,28,13,False,True,False,False,0,False,3.142857142857143,0,0.2857142857142857,0.4642857142857143,False,False,True,False,False,True
2/9/2009,TSAR,Shah : Iran :: ___ : Russia,Other,,False,7,27,13,False,True,False,False,0,False,3.0,0,0.2857142857142857,0.48148148148148145,False,False,True,False,False,True
1/29/2009,ZWEI,Deux : France :: ___ : Germany,Other,,False,7,30,13,False,True,False,False,0,False,3.4285714285714284,0,0.2857142857142857,0.43333333333333335,False,False,False,False,True,True
12/4/2008,IRISH,Magyar : Hungarian :: Gaeilge : ___,Other,,False,7,35,13,False,True,False,False,0,False,4.142857142857143,0,0.2857142857142857,0.37142857142857144,False,False,True,False,False,True
11/3/2008,MEOWED,Dog : barked :: cat : ___,Other,,False,7,25,13,False,True,False,False,0,False,2.7142857142857144,0,0.0,0.52,False,False,False,False,False,True
10/27/2008,LIRAS,Pesos : Mexico :: ___ : Turkey,Other,,False,7,30,13,False,True,False,False,0,False,3.4285714285714284,0,0.2857142857142857,0.43333333333333335,False,False,True,False,True,True
10/12/2008,ASNER,Richards : Moore :: Grant : ___,Other,,False,7,31,13,False,True,False,False,0,False,3.5714285714285716,0,0.2857142857142857,0.41935483870967744,False,False,False,False,False,True
9/8/2008,NENE,Baltimore oriole : Maryland :: ___ : Hawaii,Other,,False,8,43,14,False,True,False,False,0,False,4.5,0,0.375,0.32558139534883723,False,False,False,False,False,True
8/21/2008,TOADS,Herd : buffalo :: knot : ___,Other,,False,7,28,13,False,True,False,False,0,False,3.142857142857143,0,0.0,0.4642857142857143,False,False,True,False,False,True
8/3/2008,APE,Ursine : bear :: pithecan : ___,Other,,False,7,31,13,False,True,False,False,0,False,3.5714285714285716,0,0.0,0.41935483870967744,False,False,True,False,False,True
7/26/2008,IBN,Scottish : Mac :: Arabic : ___,Other,,False,7,30,13,False,True,False,False,0,False,3.4285714285714284,0,0.2857142857142857,0.43333333333333335,False,False,False,False,False,True
7/21/2008,HEATHROW,Charles de Gaulle : Paris :: ___ : London,Other,,False,9,41,15,False,True,False,False,0,False,3.6666666666666665,0,0.4444444444444444,0.36585365853658536,False,False,False,False,True,True
7/13/2008,FALCON,Gander : goose :: tercel : ___,Other,,False,7,30,13,False,True,False,False,0,False,3.4285714285714284,0,0.0,0.43333333333333335,False,False,True,False,False,True
6/23/2008,EIN,Un : France :: ___ : Germany,Other,,False,7,28,13,False,True,False,False,0,False,3.142857142857143,0,0.2857142857142857,0.4642857142857143,False,False,False,False,True,True
6/21/2008,LAN,Iberia : Spain :: ___ : Chile,Other,,False,7,29,13,False,True,False,False,0,False,3.2857142857142856,0,0.2857142857142857,0.4482758620689655,False,False,True,False,True,True
6/15/2008,RAI,BBC : Britain :: ___ : Italy,Other,,False,7,28,13,False,True,False,False,0,False,3.142857142857143,0,0.2857142857142857,0.4642857142857143,False,False,False,False,True,True
5/22/2008,OSLO,Orly : Paris :: Gardermoen : ___,Other,,False,7,32,13,False,True,False,False,0,False,3.7142857142857144,0,0.2857142857142857,0.40625,False,False,False,False,True,True
4/29/2008,TOJO,Hitler : Germany :: ___ : Japan,Other,,False,7,31,13,False,True,False,False,0,False,3.5714285714285716,0,0.2857142857142857,0.41935483870967744,False,False,False,False,False,True
2/14/2008,MOSCOW,Montmartre : Paris :: Arbat : ___,Other,,False,7,33,13,False,True,False,False,0,False,3.857142857142857,0,0.2857142857142857,0.3939393939393939,False,False,True,False,True,True
1/18/2008,OWL,Brood : chicken :: parliament : ___,Other,,False,7,35,13,False,True,False,False,0,False,4.142857142857143,0,0.0,0.37142857142857144,False,False,True,False,False,True
8/12/2007,ACHE,Caladryl: itch :: Bengay : ___,Other,,False,6,30,12,False,True,False,False,0,False,4.166666666666667,0,0.16666666666666666,0.4,False,False,True,False,False,True
6/23/2007,ANT,Vermicide : worm :: formicide : ___,Other,,False,7,35,13,False,True,False,False,0,False,4.142857142857143,0,0.0,0.37142857142857144,False,False,True,False,False,True
6/18/2007,FOAL,Lamb : ewe :: ___ : mare,Other,,False,7,24,13,False,True,False,False,0,False,2.5714285714285716,0,0.0,0.5416666666666666,False,False,True,False,False,True
6/3/2007,OTTER,Ursine : bear :: lutrine : ___,Other,,False,7,30,13,False,True,False,False,0,False,3.4285714285714284,0,0.0,0.43333333333333335,False,False,True,False,False,True
4/15/2007,LEEDS,Glaswegian : Glasgow :: Loiner : ___,Other,,False,7,36,13,False,True,False,False,0,False,4.285714285714286,0,0.2857142857142857,0.3611111111111111,False,False,True,False,False,True
3/2/2007,ORE,Penny : pound :: ___ : krone,Other,,False,7,28,13,False,True,False,False,0,False,3.142857142857143,0,0.0,0.4642857142857143,False,False,True,False,False,True
8/25/2006,EGGS,Coven : witches :: clutch : ___,Other,,False,7,31,13,False,True,False,False,0,False,3.5714285714285716,0,0.0,0.41935483870967744,False,False,True,False,False,True
7/14/2006,ARE,Son: Spanish :: ___ : English,Other,,False,6,29,12,False,True,False,False,0,False,4.0,0,0.3333333333333333,0.41379310344827586,False,False,True,False,True,True
2/25/2006,TONSIL,Renal : kidney :: amygdaline : ___,Other,,False,7,34,13,False,True,False,False,0,False,4.0,0,0.0,0.38235294117647056,False,False,True,False,False,True
1/4/2006,SIG,M. : France :: ___ : Italy,Other,,False,7,26,14,False,True,False,False,1,False,2.857142857142857,0,0.42857142857142855,0.5384615384615384,False,False,True,False,True,True
10/27/2005,FLEA,Formicide: ant :: pulicide : ___,Other,,False,6,32,12,False,True,False,False,0,False,4.5,0,0.0,0.375,False,False,True,False,False,True
9/18/2005,OXEN,Coachmen : horses :: bullwhackers : ___,Other,,False,7,39,13,False,True,False,False,0,False,4.714285714285714,0,0.0,0.3333333333333333,False,False,True,False,False,True
6/21/2005,SKY,Poseidon : sea :: Uranus : ___,Other,,False,7,30,13,False,True,False,False,0,False,3.4285714285714284,0,0.14285714285714285,0.43333333333333335,False,False,True,False,False,True
6/19/2005,GDAY,___ : hello :: hooroo : goodbye,Other,,False,7,31,13,False,True,False,False,0,False,3.5714285714285716,0,0.0,0.41935483870967744,False,False,False,False,False,True
3/6/2004,TOAD,Horse : herd :: ___ : knot,Other,,False,7,26,13,False,True,False,False,0,False,2.857142857142857,0,0.0,0.5,False,False,True,False,False,True
8/16/2003,DOLLS,Numismatist : coins :: plangonologist : ___,Other,,False,7,43,13,False,True,False,False,0,False,5.285714285714286,0,0.0,0.3023255813953488,False,False,True,False,False,True
8/1/2003,GLI,Les : French :: ___ : Italian,Other,,False,7,29,13,False,True,False,False,0,False,3.2857142857142856,0,0.2857142857142857,0.4482758620689655,False,False,False,False,True,True
7/2/2003,OTTER,Lupine : wolf :: lutrine : ___,Other,,False,7,30,13,False,True,False,False,0,False,3.4285714285714284,0,0.0,0.43333333333333335,False,False,True,False,False,True
3/23/2003,ACC,U.S. C. : Pac 10 :: Duke : ___,Other,,False,9,30,20,False,True,False,False,3,False,2.4444444444444446,0,0.4444444444444444,0.6,False,False,False,False,False,True
3/13/2003,EWELAMB,Filly : horse :: ___ : sheep,Other,,False,7,28,13,False,True,False,False,0,False,3.142857142857143,0,0.0,0.4642857142857143,False,False,False,False,False,True
2/8/2003,SPAS,Hydros : England :: ___ : U.S.,Other,,False,7,30,15,False,True,False,False,2,False,3.4285714285714284,0,0.2857142857142857,0.5,False,False,True,False,False,True
10/27/2002,ANKLES,Hocks : horses :: ___ : humans,Other,,False,7,30,13,False,True,False,False,0,False,3.4285714285714284,0,0.0,0.43333333333333335,False,False,True,False,False,True
10/14/2002,DEER,Veal : calf :: venison : ___,Other,,False,7,28,13,False,True,False,False,0,False,3.142857142857143,0,0.0,0.4642857142857143,False,False,True,False,False,True
2/2/2002,GNATS,Flock : birds :: cloud : ___,Other,,False,7,28,13,False,True,False,False,0,False,3.142857142857143,0,0.0,0.4642857142857143,False,False,True,False,False,True
4/18/2001,TALC,Diamond : 10 :: ___ : 1,Other,,False,7,23,16,False,True,False,False,0,False,2.4285714285714284,0,0.0,0.5652173913043478,False,False,True,False,False,True
3/4/2001,ORD,La Guardia : LGA :: O'Hare : ___,Other,,False,8,32,15,False,True,False,False,0,False,3.125,0,0.5,0.46875,False,False,False,False,False,True
12/23/2000,HAND,Bunch : grapes :: ___ : bananas,Other,,False,7,31,13,False,True,False,False,0,False,3.5714285714285716,0,0.0,0.41935483870967744,False,False,True,False,False,True
8/28/2000,SENOR,Monsieur : Paris :: ___ : Madrid,Other,,False,7,32,13,False,True,False,False,0,False,3.7142857142857144,0,0.2857142857142857,0.40625,False,False,False,False,True,True
7/17/2000,GOAT,Lamb : sheep :: kid : ___,Other,,False,7,25,13,False,True,False,False,0,False,2.7142857142857144,0,0.0,0.52,False,False,True,False,False,True
6/26/2000,CRAB,Taurus : Bull :: Cancer : ___,Other,,False,7,29,13,False,True,False,False,0,False,3.2857142857142856,0,0.2857142857142857,0.4482758620689655,False,False,True,False,False,True
4/3/2000,LIRA,Peseta : Spain :: ___ : Italy,Other,,False,7,29,13,False,True,False,False,0,False,3.2857142857142856,0,0.2857142857142857,0.4482758620689655,False,False,True,False,True,True
3/17/2000,ONIONS,Parmentier : potatoes :: lyonnaise : ___,Other,,False,7,40,13,False,True,False,False,0,False,4.857142857142857,0,0.0,0.325,False,False,True,False,False,True
2/12/2000,CAT,Pride : lion :: clowder : ___,Other,,False,7,29,13,False,True,False,False,0,False,3.2857142857142856,0,0.0,0.4482758620689655,False,False,True,False,False,True
5/21/1999,EEL,Foal : horse :: grig : ___,Other,,False,7,26,13,False,True,False,False,0,False,2.857142857142857,0,0.0,0.5,False,False,True,False,False,True
12/6/1998,ONION,Florentine : spinach :: lyonnaise : ___,Other,,False,7,39,13,False,True,False,False,0,False,4.714285714285714,0,0.0,0.3333333333333333,False,False,True,False,False,True
9/27/1998,DOGFACE,Grunt : Vietnam :: ___ : W.W. II,Other,,False,8,32,16,False,True,False,False,2,False,3.125,0,0.375,0.5,False,False,True,False,False,True
6/12/1998,OTO,Cardio : heart :: ___ : ear,Other,,False,7,27,13,False,True,False,False,0,False,3.0,0,0.0,0.48148148148148145,False,False,True,False,False,True
3/10/1998,CALVE,Mare : foal :: cow : ___,Other,,False,7,24,13,False,True,False,False,0,False,2.5714285714285716,0,0.0,0.5416666666666666,False,False,True,False,False,True
3/1/1998,TAURUS,Mercury : Sable :: Ford : ___,Other,,False,7,29,13,False,True,False,False,0,False,3.2857142857142856,0,0.2857142857142857,0.4482758620689655,False,False,True,False,False,True
10/22/1997,SANTAMARIA,Columbus : ___ :: ...,Other,,False,5,21,13,False,True,False,False,0,True,3.4,0,0.0,0.6190476190476191,False,False,False,False,False,True
10/22/1997,ENTERPRISE,Kirk : ___ :: ...,Other,,False,5,17,13,False,True,False,False,0,True,2.6,0,0.0,0.7647058823529411,False,False,True,False,False,True
8/14/1997,SAGEHEN,Indiana : Hoosier :: Nevada : ___,Other,,False,7,33,13,False,True,False,False,0,False,3.857142857142857,0,0.2857142857142857,0.3939393939393939,False,False,False,False,False,True
6/7/1997,PEE,Eta : aitch :: rho : ___,Other,,False,7,24,13,False,True,False,False,0,False,2.5714285714285716,0,0.0,0.5416666666666666,False,False,True,False,False,True
5/28/1997,HOOF,Dog : paw :: horse : ___,Other,,False,7,24,13,False,True,False,False,0,False,2.5714285714285716,0,0.0,0.5416666666666666,False,False,True,False,False,True
4/11/1997,AFGHANISTAN,Flemish : Belgium :: Pashto : ___,Other,,False,7,33,13,False,True,False,False,0,False,3.857142857142857,0,0.2857142857142857,0.3939393939393939,False,False,False,False,False,True
6/30/1996,RAINCOAT,Waterproof: England::___:U.S.,Other,,False,2,29,10,False,True,False,False,2,False,14.0,0,0.5,0.3448275862068966,False,False,True,False,False,True
3/15/1996,BART,M.T.A.: Boston::___: San Francisco,Other,,False,4,34,13,False,True,False,False,3,False,7.75,0,1.0,0.38235294117647056,False,False,True,False,False,True
2/24/1996,TOAD,Gaggle:goose::knot:___,Other,,False,1,22,7,False,True,False,False,0,False,22.0,0,0.0,0.3181818181818182,False,False,True,False,False,True
1/27/1996,REO,Regal: Buick:: Wolverine:___,Other,,False,3,28,9,False,True,False,False,0,False,8.666666666666666,0,0.6666666666666666,0.32142857142857145,False,False,False,False,False,True
12/24/1995,AXE,Oviform : egg :: dolabriform : ___,Other,,False,7,34,13,False,True,False,False,0,False,4.0,0,0.0,0.38235294117647056,False,False,True,False,False,True
10/3/1995,IDEA,Stars : pain :: light bulb : ___,Other,,False,8,32,14,False,True,False,False,0,False,3.125,0,0.0,0.4375,False,False,True,False,False,True
9/10/1995,UKRAINE,Lira:Italy::karbovanet:___,Other,,False,1,26,7,False,True,False,False,0,False,26.0,0,0.0,0.2692307692307692,False,False,False,False,True,True
5/14/1995,JAIL,Lift:elevator::bridewell:___,Other,,False,1,28,7,False,True,False,False,0,False,28.0,0,0.0,0.25,False,False,True,False,False,True
3/19/1995,ELK,Neigh:horse::bugle:___,Other,,False,1,22,7,False,True,False,False,0,False,22.0,0,0.0,0.3181818181818182,False,False,True,False,False,True
7/21/1994,PEAR,Egg : oval :: ___ : pyriform,Other,,False,7,28,13,False,True,False,False,0,False,3.142857142857143,0,0.0,0.4642857142857143,False,False,True,False,False,True
6/1/1994,TANGERINE,TANGIER: ___:: ...,Other,,False,3,18,11,False,True,False,False,0,True,5.333333333333333,0,0.0,0.6111111111111112,False,False,True,False,False,True
3/23/1994,CARAVAN,Truck : lorry :: trailer: ___,Other,,False,6,29,12,False,True,False,False,0,False,4.0,0,0.0,0.41379310344827586,False,False,True,False,False,True
2/13/1994,BERT,Oscar: Felix:: Ernie: ___,Other,,False,4,25,10,False,True,False,False,0,False,5.5,0,0.5,0.4,False,False,True,False,False,True
